,name,place_id,types,tel,location,Lat,Lng,vicinity,Village,District,City,rating,user_ratings_total,reviews_num,senti_score
2683,幸福星大賣場,ChIJF_4LAnCoQjQR2IzwGWcoma8,"('shopping_mall',)",+886 2 2991 0051 ,"[25.0405512, 121.4568756]",25.0405512,121.4568756,新莊區公園路228號,恆安里,新莊區,新北市,4.1,150.0,150.0,0.456
2684,紐約傢俱設計中心 新莊思源旗艦館,ChIJB4XguZnYG6MRXri74K_UFxU,"('department_store', 'shopping_mall', 'furniture_store', 'home_goods_store', 'general_contractor')",+886 2 8522 8918 ,"[25.057741399999998, 121.45946090000001]",25.057741399999998,121.45946090000001,新莊區思源路553號,昌平里,新莊區,新北市,4.7,31.0,32.0,0.495
2685,佳樂福,ChIJ3ThT0denQjQRHjrEytB9_90,"('shopping_mall',)",,"[25.046014899999996, 121.44525719999999]",25.046014899999996,121.44525719999999,"110 巷, No. 1-3中平路新莊區",立基里,新莊區,新北市,4.0,3.0,3.0,
2686,芳泉庫存切貨,ChIJlXgcjvOoQjQRNNKG1k-pBhI,"('shopping_mall',)",+886 911 742 449 ,"[25.061918600000002, 121.47124869999999]",25.061918600000002,121.47124869999999,三重區光復路二段178巷5號,頂崁里,三重區,新北市,4.6,14.0,14.0,0.4920000000000001
2687,京站時尚廣場,ChIJ-dlEoW2pQjQREfI7Yhirqsc,"('shopping_mall',)",,"[25.049308, 121.5171935]",25.049308,121.5171935,大同區承德路一段1號,建明里,大同區,臺北市,4.2,37985.0,37980.0,0.485
2688,微風A1機場捷運站,ChIJTQjBqnKpQjQRXuLOEQ4awpk,"('shopping_mall',)",+886 2 6632 8999 ,"[25.048674300000002, 121.51423909999998]",25.048674300000002,121.51423909999998,中正區鄭州路8號,黎明里,中正區,臺北市,5.0,1.0,1.0,
2689,京站時尚廣場 MA TSU MI,ChIJw0sCIo-pQjQRMPByE2zmxpQ,"('shopping_mall',)",+886 2 2552 6982 ,"[25.0490241, 121.51743799999998]",25.0490241,121.51743799999998,"b1, No. 1號承德路一段大同區",建明里,大同區,臺北市,4.4,330.0,331.0,0.591
2690,臺北地下街(Taipei City Mall),ChIJ6cxPB22pQjQRLik_97hS8Ow,"('shopping_mall',)",+886 2 2559 4566 ,"[25.0495017, 121.5136386]",25.0495017,121.5136386,中正區市民大道一段100號B1,黎明里,中正區,臺北市,4.2,19621.0,19623.0,0.525
2691,Le KISS銀飾品,ChIJE1RJqCupQjQRkKkiw1AYSV8,"('shopping_mall',)",+886 7 553 9835 ,"[25.05233639999999, 121.521093]",25.05233639999999,121.521093,中山區南京西路12號新光三越本館B1樓,民安里,中山區,臺北市,3.0,2.0,10.0,0.38
2692,Syntrend 三創生活園區,ChIJc1otWHupQjQRYn2ASKtWHps,"('shopping_mall', 'electronics_store')",+886 80 909 3300 ,"[25.0454978, 121.53131869999999]",25.0454978,121.53131869999999,中正區市民大道三段2號,梅花里,中正區,臺北市,4.3,28815.0,28815.0,0.498
2693,SUQQU 臺北新光三越南西店 1F,ChIJGdaGjFypQjQREJjhXaqKWwU,"('shopping_mall',)",+886 2 2568 2169 ,"[25.0523038, 121.52110479999999]",25.0523038,121.52110479999999,中山區南京西路12號,民安里,中山區,臺北市,4.7,3.0,4.0,0.43799999999999994
2694,微風臺北車站,ChIJ6TDRgW2pQjQRwbnruR2zF2E,"('shopping_mall',)",,"[25.04783560000001, 121.5163623]",25.04783560000001,121.5163623,中正區北平西路3號,黎明里,中正區,臺北市,4.1,15833.0,15839.0,0.503
2695,西門新宿,ChIJX95-BAmpQjQRq_HWXOOLID8,"('shopping_mall', 'department_store', 'clothing_store')",+886 2 2389 7611 ,"[25.043116199999996, 121.50578200000001]",25.043116199999996,121.50578200000001,萬華區西寧南路72號之1,西門里,萬華區,臺北市,3.8,1050.0,1050.0,0.371
2696,KISSKISS銀飾 新光三越站前店,ChIJpVN5aBmoQjQRyfY5aqsnfiA,"('shopping_mall',)",+886 977 450 248 ,"[25.046094600000004, 121.51526399999999]",25.046094600000004,121.51526399999999,"1樓, No. 66號忠孝西路一段中正區",黎明里,中正區,臺北市,4.3,6.0,6.0,
2697,香榭國際精品有限公司,ChIJe6tJf8ipQjQRel2kqrAowy8,"('shopping_mall',)",+886 2 2592 6770 ,"[25.065298600000002, 121.52202240000001]",25.065298600000002,121.52202240000001,中山區中山北路三段30號1樓,集英里,中山區,臺北市,5.0,12.0,12.0,0.5379999999999999
2698,微風廣場,ChIJn7Qwk9urQjQRNTJw1qTfXTU,"('shopping_mall',)",080 900 8888 ,"[25.04616780000001, 121.5445152]",25.04616780000001,121.5445152,松山區復興南路一段39號,中崙里,松山區,臺北市,4.1,11461.0,11457.0,0.517
2699,微風南京,ChIJq3Y47HwEbjQRiJOugEYDoTo,"('shopping_mall',)",,"[25.0520086, 121.5478119]",25.0520086,121.5478119,松山區南京東路三段337號,中正里,松山區,臺北市,3.9,6044.0,6051.0,0.4970000000000001
2700,慶城街1號 複合式商場,ChIJAQDAZuerQjQRlFBRMA4OF0c,"('shopping_mall', 'restaurant', 'food')",+886 2 7707 1678 ,"[25.0528029, 121.5445811]",25.0528029,121.5445811,松山區慶城街1號,中正里,松山區,臺北市,3.8,5787.0,5789.0,0.521
2701,SOGO忠孝館_Dr.Martens專櫃,ChIJL7rllw-pQjQRqRiqDLppTYQ,"('shopping_mall',)",+886 2 8771 7884 ,"[25.0417855, 121.5449392]",25.0417855,121.5449392,大安區忠孝東路四段45號,光武里,大安區,臺北市,4.0,44.0,44.0,0.515
2702,統一時代百貨臺北店,ChIJxUpRbrmrQjQRY6CDnqnJvCY,"('department_store', 'shopping_mall')",,"[25.040792, 121.5652741]",25.040792,121.5652741,信義區忠孝東路五段8號,興雅里,信義區,臺北市,4.3,1658.0,,
2703,CITYLINK松山壹號店,ChIJoU_hpJ6rQjQRi3W3VunN-tE,"('department_store', 'shopping_mall', 'restaurant', 'food')",+886 2 2528 0666 ,"[25.0492788, 121.57828300000001]",25.0492788,121.57828300000001,信義區松山路11號,永吉里,信義區,臺北市,4.2,3170.0,3171.0,0.522
2704,禮客OUTLET內湖店,ChIJ27M7BYerQjQRkqFXyok-7vc,"('shopping_mall',)",+886 2 8792 6668 ,"[25.0642724, 121.5747577]",25.0642724,121.5747577,內湖區民善街205號,湖元里,內湖區,臺北市,3.9,3400.0,3400.0,0.4970000000000001
2705,頂好名店城,ChIJsWBGsdqrQjQR5YyYzFBkooY,"('shopping_mall', 'department_store')",,"[25.0418395, 121.5478682]",25.0418395,121.5478682,大安區忠孝東路四段97號,光武里,大安區,臺北市,3.6,2217.0,2214.0,0.41
2706,微風信義,ChIJF56JICerQjQRTLk0TROK07g,"('shopping_mall',)",,"[25.040544399999998, 121.5667909]",25.040544399999998,121.5667909,信義區忠孝東路五段68號,興雅里,信義區,臺北市,4.2,7023.0,,
2707,Global Mall 環球南港車站,ChIJtxJNwl2rQjQRoazvsWgXcWU,"('shopping_mall', 'meal_delivery', 'food')",+886 2 2789 3289 ,"[25.0530944, 121.6082992]",25.0530944,121.6082992,南港區忠孝東路七段371號B1,新光里,南港區,臺北市,4.1,2437.0,2438.0,0.521
2708,CITYLINK南港店,ChIJNze26l2rQjQRNmvIBVScRAg,"('shopping_mall',)",,"[25.0526405, 121.6059866]",25.0526405,121.6059866,南港區忠孝東路七段369號,東明里,南港區,臺北市,4.2,13955.0,13978.0,0.531
2709,內湖中信總部,ChIJNyEKPqesQjQRpxbJ0W-zLV8,"('shopping_mall',)",+886 2 3327 7777 ,"[25.0587254, 121.61645159999998]",25.0587254,121.61645159999998,南港區經貿二路168號,三重里,南港區,臺北市,4.5,11.0,11.0,0.598
2710,iFG遠雄廣場,ChIJhfLHWEJTXTQRu4ah7_a6Lnk,"('shopping_mall',)",+886 2 2697 3888 ,"[25.061904600000002, 121.64803970000001]",25.061904600000002,121.64803970000001,汐止區新台五路一段93-99號,忠孝里,汐止區,新北市,4.1,15226.0,15228.0,0.502
2711,Global Mall 環球新北中和,ChIJOW18SSeoQjQR5oBDl1xSwQk,"('shopping_mall',)",,"[25.0071689, 121.4748058]",25.0071689,121.4748058,中和區中山路三段122號,員富里,中和區,新北市,4.3,22353.0,22354.0,0.536
2712,新板特區商圈,ChIJn0V-yRioQjQRY9rfoYGEWCY,"('shopping_mall',)",,"[25.013424899999997, 121.46697859999999]",25.013424899999997,121.46697859999999,板橋區新站路28號,福丘里,板橋區,新北市,4.3,121.0,122.0,0.521
2713,Global Mall 環球板橋車站,ChIJ__X-axmoQjQR5bE_W-BaXhA,"('shopping_mall',)",+886 2 8969 9888 ,"[25.0144236, 121.46376799999999]",25.0144236,121.46376799999999,板橋區縣民大道二段7號B1-2F,新民里,板橋區,新北市,4.1,9808.0,9808.0,0.513
2714,黃子庚(板橋小遠百),ChIJjx7WbCupQjQRF1e4it8BNPQ,"('shopping_mall',)",,"[25.0109616, 121.4644803]",25.0109616,121.4644803,板橋區中山路一段152號,深丘里,板橋區,新北市,3.7,3.0,3.0,0.506
2715,Le Coq Sportif,ChIJH79INyeoQjQRSe8zqYeOUGM,"('shopping_mall',)",+886 2 2222 6057 ,"[25.00658360000001, 121.47482520000001]",25.00658360000001,121.47482520000001,中和區中山路三段122號號 2 樓,員山里,中和區,新北市,3.0,2.0,2.0,
2716,湯姆熊遠東店,ChIJq5NfqlapQjQRFNL0aDqSgGo,"('shopping_mall',)",+886 2 8952 4101 ,"[25.010960100000002, 121.46445359999998]",25.010960100000002,121.46445359999998,板橋區中山路一段152號8樓、13樓,深丘里,板橋區,新北市,2.9,14.0,14.0,0.185
2717,府中商圈,ChIJNUj3facCaDQRK17kTsVG6dE,"('shopping_mall',)",,"[25.0082617, 121.46057820000001]",25.0082617,121.46057820000001,"號, No. 1重慶路板橋區",鄉雲里,板橋區,新北市,4.1,762.0,762.0,0.5589999999999999
2718,三猿廣場,ChIJE-39IT6oQjQRvBUti82kfyY,"('shopping_mall',)",+886 2 2252 5299 ,"[25.0235797, 121.46873020000001]",25.0235797,121.46873020000001,板橋區文化路一段360號,華江里,板橋區,新北市,4.0,4264.0,4265.0,0.504
2719,市聯購物中心,ChIJmetKq7OpQjQRMZe8cNqD9Z8,"('shopping_mall', 'hardware_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'food')",+886 2 2336 8609 ,"[25.0295545, 121.4944557]",25.0295545,121.4944557,萬華區雙園街28號,和平里,萬華區,臺北市,4.3,20.0,21.0,0.456
2720,南山威力購物廣場,ChIJFY316tWpQjQRQC2WEgIYLoo,"('shopping_mall',)",,"[25.001713600000002, 121.49606200000001]",25.001713600000002,121.49606200000001,中和區中山路二段291號,連和里,中和區,新北市,4.0,2456.0,2464.0,0.462
2721,遠企購物中心,ChIJgw_yQw2rQjQRo6PXExospjc,"('shopping_mall',)",,"[25.026301899999996, 121.54936210000001]",25.026301899999996,121.54936210000001,大安區敦化南路二段203號,全安里,大安區,臺北市,4.1,227.0,228.0,0.484
2722,裕民商圈,ChIJU_yXfYyuQjQROY6mTLuioqA,"('shopping_mall',)",,"[25.11661530000001, 121.51705929999999]",25.11661530000001,121.51705929999999,北投區,振華里,北投區,臺北市,3.9,381.0,381.0,0.4320000000000001
2723,中山北路晶華欣欣商圈,ChIJ1xAw_WipQjQR6rpU5AsqBFU,"('shopping_mall',)",+886 2 2720 8889 ,"[25.054076000000002, 121.522857]",25.054076000000002,121.522857,台北市中山區,晴光里,中山區,臺北市,4.3,4.0,4.0,0.433
2724,八德資訊商圈,ChIJG2r3rnypQjQRm2kISCbg8yU,"('shopping_mall',)",,"[25.04417609999999, 121.5317018]",25.04417609999999,121.5317018,"號, No. 41八德路一段中正區",梅花里,中正區,臺北市,4.2,16.0,16.0,0.486
2725,第一購物中心,ChIJVZI6dxWpQjQRnpB0yxjt7BY,"('shopping_mall',)",,"[25.059218899999998, 121.5116138]",25.059218899999998,121.5116138,大同區,大有里,大同區,臺北市,4.0,1.0,1.0,
2726,沅陵皮鞋街 - 鞋子商店街,ChIJo7DmaQupQjQRgJ9ePeV_JL8,"('shopping_mall',)",+886 2 2720 8889 ,"[25.0428905, 121.51270900000002]",25.0428905,121.51270900000002,中正區沅陵街1號,光復里,中正區,臺北市,3.9,87.0,87.0,0.39899999999999997
2727,ohohmini新光三越南西店,ChIJBxn_tG6pQjQRKTDfs_WE5ms,"('shopping_mall',)",+886 2 2521 6286 ,"[25.0523038, 121.52110479999999]",25.0523038,121.52110479999999,中山區南京西路12號號 6 樓,民安里,中山區,臺北市,4.0,2.0,2.0,0.9790000000000001
2728,Taiwan Shopping For Bags,ChIJs_dWl5ipQjQRfwPAehXbfQ0,"('shopping_mall',)",,"[25.0507424, 121.5154027]",25.0507424,121.5154027,大同區,建明里,大同區,臺北市,0.0,0.0,,
2729,西門紅樓16工房,ChIJM5FlogmpQjQRS0m0nD2PGh4,"('shopping_mall',)",+886 2 2311 9380#28 ,"[25.04214, 121.5072876]",25.04214,121.5072876,萬華區成都路10號,西門里,萬華區,臺北市,4.2,182.0,182.0,0.419
2730,永樂布業商場,ChIJSShqjhOpQjQROl-fa4l4F1w,"('shopping_mall',)",,"[25.054687, 121.5107815]",25.054687,121.5107815,大同區民樂街1號,永樂里,大同區,臺北市,4.2,382.0,382.0,0.35200000000000004
2731,中山地下街,ChIJbSEhom6pQjQREwct-uP33gA,"('shopping_mall',)",+886 2 2523 8993 ,"[25.0502629, 121.5201048]",25.0502629,121.5201048,中山區,民安里,中山區,臺北市,4.0,4215.0,4215.0,0.574
2732,臺北相機街,ChIJ6Zf2UwypQjQRDDQKh3nUQRo,"('shopping_mall', 'electronics_store', 'home_goods_store')",+886 2 2311 4022 ,"[25.0453263, 121.51139579999999]",25.0453263,121.51139579999999,中正區博愛路,光復里,中正區,臺北市,3.8,1130.0,1131.0,0.446
2733,南京西路商圈,ChIJa8gCU2mpQjQRM--PNS0kdhQ,"('shopping_mall',)",,"[25.054622600000002, 121.52053070000001]",25.054622600000002,121.52053070000001,中山區,民安里,中山區,臺北市,4.2,160.0,161.0,0.62
2734,西門町新世界大樓,ChIJW94AdAmpQjQRPXMTiYtVSvY,"('shopping_mall',)",,"[25.042751100000004, 121.5073631]",25.042751100000004,121.5073631,萬華區成都路13號號,西門里,萬華區,臺北市,4.2,227.0,227.0,0.46399999999999997
2735,東區商圈,ChIJiU94mtqrQjQROSeQLp3pKLc,"('shopping_mall',)",,"[25.0418367, 121.5464924]",25.0418367,121.5464924,大安區,光武里,大安區,臺北市,4.0,2028.0,,
2736,citylink B棟,ChIJ_fiu6l2rQjQRagjNeRI6-u4,"('shopping_mall',)",,"[25.0523423, 121.60685259999998]",25.0523423,121.60685259999998,"號, No. 359忠孝東路七段南港區",中南里,南港區,臺北市,3.7,3.0,3.0,0.23800000000000002
2737,板橋非常熱區,ChIJ3ylOfx2oQjQRXeSqxdfgKQ8,"('shopping_mall',)",,"[25.0082912, 121.45968559999999]",25.0082912,121.45968559999999,板橋區縣民大道一段193號,挹秀里,板橋區,新北市,4.3,21.0,21.0,0.396
2738,板橋原宿,ChIJn0Nk8h2oQjQRXs0HiSkLKPw,"('shopping_mall',)",,"[25.008665, 121.46153290000001]",25.008665,121.46153290000001,"號, No. 11中山路一段50巷板橋區",福丘里,板橋區,新北市,3.5,153.0,153.0,0.359
2739,禮客Outlet 公館店,ChIJi-M2uYypQjQRd07NP294JMI,"('shopping_mall',)",+886 2 2362 5556 ,"[25.014107, 121.530432]",25.014107,121.530432,"No. 16號, 思源街中正區",水源里,中正區,臺北市,3.7,1968.0,1968.0,0.465
2740,名華西服,ChIJq6qqqoOpQjQRK3f4dgJUWQ0,"('shopping_mall',)",,"[25.0298617, 121.5293366]",25.0298617,121.5293366,大安區金華街223號,永康里,大安區,臺北市,0.0,0.0,,
2741,吳興商圈,ChIJAViUP02qQjQRoQj2y3uDWHc,"('shopping_mall',)",+886 2 2737 0194 ,"[25.0277625, 121.56310520000001]",25.0277625,121.56310520000001,信義區吳興街,景新里,信義區,臺北市,3.9,1850.0,1852.0,0.434
2742,全聯福利中心Pxmart 淡水新春,ChIJfSyOxlSlQjQRRGbc7MYDvmU,"('supermarket', 'grocery_or_supermarket', 'food')",02 2620 0361 ,"[25.181515100000002, 121.44162920000001]",25.181515100000002,121.44162920000001,淡水區新春街140號,新興里,淡水區,新北市,4.1,534.0,534.0,0.39799999999999996
2743,美廉社 淡水新春三店,ChIJpyHZx0ilQjQRPJZ7xfj9d-M,"('supermarket', 'grocery_or_supermarket', 'food')",02 2626 6350 ,"[25.181037699999997, 121.44392749999999]",25.181037699999997,121.44392749999999,淡水區新春街189號,新春里,淡水區,新北市,2.7,17.0,17.0,0.257
2744,頂好Wellcome超市,ChIJh-I1wVSlQjQRJXzFKYg_A7Y,"('supermarket', 'grocery_or_supermarket', 'food')",,"[25.18154729999999, 121.4415735]",25.18154729999999,121.4415735,淡水區新春街138號B1樓,新興里,淡水區,新北市,3.0,1.0,,
2745,全聯福利中心Pxmart 淡水中山,ChIJfUe2gMe7QjQRD3wy3jjAghk,"('supermarket', 'grocery_or_supermarket', 'food')",02 2626 5116 ,"[25.1844438, 121.4445121]",25.1844438,121.4445121,淡水區中山北路二段102號,北投里,淡水區,新北市,4.1,1112.0,1112.0,0.397
2746,金山地區農會超市(金山店),ChIJDQ6Oy1dLXTQRFlSPL0wR7C8,"('supermarket', 'grocery_or_supermarket', 'food')",02 2498 2522 ,"[25.222267300000002, 121.63710829999998]",25.222267300000002,121.63710829999998,金山區中山路232號,金美里,金山區,新北市,3.9,40.0,,
2747,全聯福利中心Pxmart 北縣金山,ChIJ8XuuiftNXTQRZoTZA-V5DeY,"('supermarket', 'grocery_or_supermarket', 'food')",02 2498 9013 ,"[25.219700399999997, 121.6396426]",25.219700399999997,121.6396426,金山區中山路114號,和平里,金山區,新北市,4.2,531.0,531.0,0.441
2748,家樂福超市淡水中山北店Tamsui Chong Shan North,ChIJR52cHNqlQjQRs0E0Wjxk-aQ,"('supermarket', 'grocery_or_supermarket', 'food')",02 2621 5450 ,"[25.1779175, 121.4438327]",25.1779175,121.4438327,淡水區中山北路一段156號,水碓里,淡水區,新北市,3.9,1040.0,1040.0,0.376
2749,淡水區農會超市,ChIJHZsJm1elQjQRbRKqTSIqqMQ,"('supermarket', 'grocery_or_supermarket', 'food')",02 2623 9305 ,"[25.1724453, 121.44334409999999]",25.1724453,121.44334409999999,淡水區水源街一段31號,中興里,淡水區,新北市,4.0,476.0,476.0,0.395
2750,美廉社 淡水北新三店,ChIJMdoB3DuvQjQRC6HBJf49dAE,"('supermarket', 'grocery_or_supermarket', 'food')",02 2629 5391 ,"[25.1779129, 121.4507227]",25.1779129,121.4507227,淡水區北新路184巷41號號1樓,北新里,淡水區,新北市,4.2,13.0,13.0,0.655
2751,美廉社 淡水學府三店,ChIJ4XM9LlyvQjQR2pA94eMyjrk,"('supermarket', 'grocery_or_supermarket', 'food')",02 2628 3058 ,"[25.1727477, 121.45227450000002]",25.1727477,121.45227450000002,淡水區學府路136巷49號,學府里,淡水區,新北市,2.5,13.0,13.0,0.32
2752,進安生鮮超市,ChIJnTYcDAuvQjQRShkvYi0-8_4,"('supermarket', 'grocery_or_supermarket', 'food')",02 2894 5154 ,"[25.129587899999997, 121.4709072]",25.129587899999997,121.4709072,北投區中央北路四段402號,一德里,北投區,臺北市,2.3,3.0,3.0,
2753,全聯福利中心Pxmart 關渡藝大,ChIJgfQMDf6vQjQRtMezgzVh3SM,"('supermarket', 'grocery_or_supermarket', 'food')",02 2898 2362 ,"[25.128392899999998, 121.46818780000001]",25.128392899999998,121.46818780000001,北投區中央北路四段532號,一德里,北投區,臺北市,3.8,560.0,561.0,0.369
2754,頂好Wellcome超市-竹圍店,ChIJEwoHMnavQjQRbuwoH1slfKc,"('supermarket', 'grocery_or_supermarket', 'food')",02 2809 8592 ,"[25.1350431, 121.46050929999998]",25.1350431,121.46050929999998,淡水區民權路177巷12號,民權里,淡水區,新北市,4.0,201.0,,
2755,家樂福超市淡水民權店Tamsui Min Chuan,ChIJSUDnLEOvQjQRceCbsBK1N7o,"('supermarket', 'grocery_or_supermarket', 'food')",02 2809 8592 ,"[25.1350431, 121.46050929999998]",25.1350431,121.46050929999998,淡水區民權路177巷12號,民權里,淡水區,新北市,3.7,79.0,79.0,0.373
2756,家樂福超市北投公館店Bei Tou Gong Guan,ChIJT9_uZCyvQjQRIi4m3uzqQkc,"('supermarket', 'grocery_or_supermarket', 'food')",02 2893 1276 ,"[25.127728100000002, 121.50693729999999]",25.127728100000002,121.50693729999999,北投區公舘路198號,奇巖里,北投區,臺北市,4.3,122.0,124.0,0.354
2757,家樂福超市北投光明店Bei Tou Guang Ming,ChIJpxmbnoGvQjQRZ26Yv5sNTsg,"('supermarket', 'grocery_or_supermarket', 'food')",02 2896 8712 ,"[25.136252499999998, 121.5046756]",25.136252499999998,121.5046756,北投區光明路220號1F,長安里,北投區,臺北市,4.7,161.0,161.0,0.466
2758,美聯社-北市立農店,ChIJV4QeSIuuQjQR-lKSJ6GltyA,"('supermarket', 'grocery_or_supermarket', 'food')",02 2823 8057 ,"[25.1189174, 121.5148064]",25.1189174,121.5148064,北投區立農街二段267號,東華里,北投區,臺北市,3.9,72.0,72.0,0.418
2759,全聯福利中心Pxmart 北投吉利,ChIJn-FxOfGuQjQRScRBF7u_ANU,"('supermarket', 'grocery_or_supermarket', 'food')",02 2820 1297 ,"[25.1187632, 121.50666140000001]",25.1187632,121.50666140000001,北投區吉利街125號1樓,立農里,北投區,臺北市,4.1,811.0,812.0,0.418
2760,美廉社(北投中央南店),ChIJsTRlFVeuQjQRIPVnp7m68Uw,"('supermarket', 'grocery_or_supermarket', 'food')",02 2894 5816 ,"[25.130063, 121.50117900000001]",25.130063,121.50117900000001,北投區中央南路一段133號,清江里,北投區,臺北市,3.9,98.0,,
2761,全聯福利中心Pxmart 唭哩岸,ChIJCSs1WOivQjQRRwAs9N5Rwcw,"('supermarket', 'grocery_or_supermarket', 'food')",02 2826 1176 ,"[25.1202042, 121.51106680000001]",25.1202042,121.51106680000001,北投區東華街二段180號B1,東華里,北投區,臺北市,4.1,511.0,511.0,0.35
2762,美廉社北投知行店,ChIJbZDc82yvQjQR5VfNI2YTBcI,"('supermarket', 'grocery_or_supermarket', 'food')",02 2858 6623 ,"[25.12008860000001, 121.46607959999999]",25.12008860000001,121.46607959999999,北投區知行路225巷17號,關渡里,北投區,臺北市,4.1,43.0,43.0,0.353
2763,美廉社北投實踐店,ChIJhbRfPPKuQjQRTi0-c1gMi5w,"('supermarket', 'grocery_or_supermarket', 'food')",02 2821 1156 ,"[25.115119500000002, 121.5093861]",25.115119500000002,121.5093861,北投區實踐街52號,吉慶里,北投區,臺北市,3.8,63.0,63.0,0.5529999999999999
2764,家樂福超市北投明德店,ChIJU-1VmNqvQjQRCNyKNrkyrPw,"('supermarket', 'grocery_or_supermarket', 'food')",02 2827 8227 ,"[25.111567800000003, 121.52101640000001]",25.111567800000003,121.52101640000001,北投區明德路161號B1樓,裕民里,北投區,臺北市,4.1,304.0,305.0,0.45299999999999996
2765,家樂福超市北投致遠一店Bei Tou Chih Yuan 1,ChIJW5xTZSevQjQR0uXZE98ntOE,"('supermarket', 'grocery_or_supermarket', 'food')",02 2827 4150 ,"[25.1112672, 121.5141692]",25.1112672,121.5141692,北投區致遠一路二段23跟19及21號,榮光里,北投區,臺北市,3.8,76.0,76.0,0.4320000000000001
2766,全聯福利中心Pxmart 北投明德,ChIJJRe0B5KuQjQR8XsBref-Bp0,"('supermarket', 'grocery_or_supermarket', 'food')",02 2820 0702 ,"[25.11104760000001, 121.51922330000001]",25.11104760000001,121.51922330000001,北投區懷德街3-10號號,裕民里,北投區,臺北市,3.9,889.0,889.0,0.37799999999999995
2767,美廉社北投振華店,ChIJg2SG_FCuQjQRCntpNxTXYlo,"('supermarket', 'grocery_or_supermarket', 'food')",02 2823 9569 ,"[25.115701, 121.51967309999999]",25.115701,121.51967309999999,北投區振華街8號,振華里,北投區,臺北市,4.0,75.0,75.0,0.512
2768,全聯福利中心Pxmart 北投,ChIJhzUw6lauQjQRnPaQB3Vtq8o,"('supermarket', 'grocery_or_supermarket', 'food')",02 2894 8533 ,"[25.130533899999996, 121.498764]",25.130533899999996,121.498764,北投區北投路二段11號,大同里,北投區,臺北市,4.0,841.0,,
2769,全聯福利中心Pxmart 北投中和,ChIJZ8Helg6vQjQRg23e3pp5Q8A,"('supermarket', 'grocery_or_supermarket', 'food')",02 2891 8155 ,"[25.1383608, 121.50235430000001]",25.1383608,121.50235430000001,北投區中和街49號,中心里,北投區,臺北市,3.9,290.0,290.0,0.37
2770,全聯福利中心Pxmart 北投復興崗,ChIJV71qMe6vQjQRj6Tgpm6U02c,"('supermarket', 'grocery_or_supermarket', 'food')",02 2895 9768 ,"[25.1377655, 121.4926493]",25.1377655,121.4926493,北投區中央北路二段181號,豐年里,北投區,臺北市,4.2,435.0,435.0,0.39799999999999996
2771,百鮮蔬果樂園,ChIJN7_Qw4euQjQRR-Cr6AhUxKM,"('supermarket', 'grocery_or_supermarket', 'food')",02 2876 1157 ,"[25.1186184, 121.5266598]",25.1186184,121.5266598,士林區天母西路57號,天玉里,士林區,臺北市,4.7,6.0,6.0,0.47200000000000003
2772,JASONS Market Place,ChIJ17pdboeuQjQRYAirBjSdOzA,"('supermarket', 'grocery_or_supermarket', 'food')",02 2872 5160 ,"[25.1185582, 121.52934520000001]",25.1185582,121.52934520000001,士林區天母西路3號,天玉里,士林區,臺北市,4.2,211.0,,
2773,家樂福超市士林格致店Shilin Ge Zhi,ChIJRaxKNeCtQjQRIhnaQ64glEs,"('supermarket', 'grocery_or_supermarket', 'food')",02 2862 4435 ,"[25.1363475, 121.5461538]",25.1363475,121.5461538,士林區格致路7號,陽明里,士林區,臺北市,3.8,601.0,603.0,0.3720000000000001
2774,家樂福超市士林忠誠店Carrefour Market Shilin Zhongcheng Store,ChIJm_5o-oCuQjQRX5Cl45S_dec,"('supermarket', 'grocery_or_supermarket', 'food')",02 2875 5015 ,"[25.116401500000002, 121.5336653]",25.116401500000002,121.5336653,士林區忠誠路二段188號,天福里,士林區,臺北市,4.1,435.0,435.0,0.441
2775,家樂福便利購中北店,ChIJsVh8m36uQjQRPo3pczKGGoE,"('supermarket', 'grocery_or_supermarket', 'food')",02 2871 2126 ,"[25.12237600000001, 121.531571]",25.12237600000001,121.531571,士林區中山北路七段113號,天母里,士林區,臺北市,4.1,663.0,663.0,0.426
2776,頂好Wellcome超市-清江店,ChIJQ8WMI1muQjQRTa39cESktRM,"('supermarket', 'grocery_or_supermarket', 'food')",02 2893 1276 ,"[25.127728100000002, 121.50693729999999]",25.127728100000002,121.50693729999999,北投區公舘路198號,奇巖里,北投區,臺北市,4.0,331.0,,
2777,松青超市,ChIJxT9bboeuQjQRfcrS2OFdd_E,"('supermarket', 'grocery_or_supermarket', 'food')",,"[25.118608899999998, 121.52929089999999]",25.118608899999998,121.52929089999999,士林區天母西路3號B1樓,天玉里,士林區,臺北市,3.0,4.0,,
2778,柑仔店有機健康超市 天母店,ChIJZZ74EoauQjQRhIb0qSiObQU,"('supermarket', 'grocery_or_supermarket', 'restaurant', 'food', 'health')",02 2871 8559 ,"[25.115879999999997, 121.52690600000001]",25.115879999999997,121.52690600000001,士林區中山北路六段405巷60號,天壽里,士林區,臺北市,4.5,2.0,,
2779,聯合超市,ChIJ34jgvFavQjQRYuAPhYBYe7w,"('supermarket', 'grocery_or_supermarket', 'food')",,"[25.1017078, 121.450098]",25.1017078,121.450098,五股區凌雲路一段111號,成州里,五股區,新北市,4.0,50.0,50.0,0.44
